"x","y","ident"
"645193.731149047"," 6442833.82651175",4904
"678271.782308204"," 6435395.22292337",4905
"722347.914371025"," 6443135.74484329",4906
"662427.203983389"," 6477259.12002253",4907
"698894.329586385"," 6478926.05559307",4908
"697248.220471051"," 6472915.85253889",4909
"624485.411780892"," 6791579.50721905",4910
"641076.362538901"," 6807505.64831998",4911
"643766.086729805"," 6802136.30628996",4912
"637105.391432537"," 6823637.34834008",4913
"637716.958286059"," 6822222.33723961",4914
"664684.5035065"," 6824484.75543056",4915
"630906.246976932"," 6836917.008874",4916
"658137.730081384"," 6849089.41871486",4917
"663070.036591592"," 6833762.58432865",4918
"651857.444919464"," 6850076.78409926",4919
"495495.268901991"," 6934461.3859685",4920
"516093.051775354"," 6944753.13348452",4921
"537182.274604957"," 6951923.92148765",4922
"552751.95667762"," 6946073.35657103",4923
"596803.488741067"," 6925977.57461703",4924
"530469.459469425"," 6968379.35841194",4925
"533771.294173594"," 6969939.72505926",4926
"568754.88293599"," 6961957.74303301",4927
"602820.729958263"," 6974185.81447115",4928
"611798.373512362"," 6997616.54410789",4929
"911277.190452851"," 6424507.72450523",4930
"885661.428341585"," 6442061.0838475",4931
"910604.124978594"," 6434758.04222266",4932
"937995.460889247"," 6444224.97551873",4933
"852235.24192482"," 6467295.38377126",4934
"880068.688563945"," 6481559.41945718",4935
"914313.102198243"," 6472035.75434381",4936
"937663.0320297"," 6456559.65041121",4937
"866294.950625335"," 6502966.48160073",4938
"867380.008840876"," 6510144.38782803",4939
"882311.343484501"," 6544853.70175199",4940
"1208366.01730373"," 6050020.11093195",4941
"1192391.71718096"," 6084832.42408811",4942
"1211357.53893696"," 6078569.17693718",4943
"1181155.11813892"," 6090245.5222054",4944
"1201320.11475821"," 6105568.06504323",4945
"1228978.12080041"," 6094336.45588408",4946
"1166976.6390905"," 6112220.72221489",4947
"1198223.45798218"," 6115165.5043956",4948
"1190964.3058967"," 6137756.99027122",4949
"1191332.54472015"," 6126003.05487175",4950
"1182625.36863091"," 6161991.8468022",4951
"1219225.87837251"," 6119408.97610516",4952
"1250936.17565963"," 6134188.72230698",4953
"1164188.07195444"," 6161578.02804259",4954
"1181775.01388179"," 6148307.76255929",4955
"1220658.65626252"," 6144704.58545608",4956
"1248535.01625392"," 6160945.79809231",4957
"1155799.9151893"," 6173809.66191872",4958
"1201929.33504754"," 6177800.40436185",4959
"1218206.91930289"," 6184608.57477265",4960
"663808.716856302"," 6497235.90369827",4961
"678244.873168223"," 6484934.45477473",4962
"705775.985004574"," 6495248.41843663",4963
"759121.034694016"," 6493048.18637694",4964
"656831.039399268"," 6516936.90473696",4965
"694680.776814275"," 6534386.30017468",4966
"713884.813253962"," 6528254.2971337",4967
"757715.623457096"," 6511775.97567921",4968
"696803.334685319"," 6548535.65931328",4969
"724771.933522269"," 6546252.17815404",4970
"630896.423709306"," 6274307.57002538",4971
"645831.390532778"," 6283188.7753923",4972
"660105.408356093"," 6284727.73185564",4973
"602362.758647922"," 6303570.54380651",4974
"639321.940074402"," 6299910.40176197",4975
"646516.920153165"," 6304419.55483003",4976
"667040.913114824"," 6293971.47877558",4977
"598572.244579244"," 6334413.01418737",4978
"630839.946794982"," 6318293.90315607",4979
"630617.754824573"," 6310206.19347029",4980
"942695.565405231"," 6525006.76847974",4981
"952271.066265975"," 6537183.64456648",4982
"916707.527567561"," 6557825.87986878",4983
"947320.827459779"," 6560979.02354292",4984
"972341.300737841"," 6566064.19892024",4985
"987099.009700782"," 6558214.49417129",4986
"980992.023548839"," 6561543.24096129",4987
"980226.484457759"," 6595232.2700476",4988
"964370.607691074"," 6456453.67701872",4989
"991549.724561941"," 6468478.14787048",4990
"1014789.82723921"," 6465478.87258566",4991
"915629.919853"," 6506852.37855858",4992
"946752.845855027"," 6493162.40298303",4993
"962391.139943341"," 6498111.98151412",4994
"985690.186017041"," 6493800.66079295",4995
"1025883.32236881"," 6488756.72200902",4996
"947798.334910132"," 6510097.41803246",4997
"948648.250619138"," 6531456.63624244",4998
"981782.161717151"," 6519415.47080955",4999
"991563.475200896"," 6303293.70815283",5000
"1014179.14092306"," 6301932.01046413",5001
"1034525.23297721"," 6305044.46480865",5002
"1052009.86175282"," 6304196.18692691",5003
"1026674.68039084"," 6324214.10179532",5004
"1047371.59798012"," 6324295.77945101",5005
"1062892.92857932"," 6342480.24645097",5006
"1010533.46676052"," 6346346.82496704",5007
"1028256.12081305"," 6361307.3626037",5008
"1053981.13930082"," 6349855.2009945",5009
"688063.329174382"," 6257715.21577555",5010
"714205.676278776"," 6259153.91476769",5011
"719772.591420673"," 6250876.47945564",5012
"754349.473492013"," 6239909.65039413",5013
"706377.574530176"," 6267630.94316042",5014
"749943.630483225"," 6294790.15423722",5015
"758271.676209526"," 6281392.48749978",5016
"778042.255183"," 6274725.16928605",5017
"739766.164927036"," 6304925.78830237",5018
"771807.049304018"," 6308379.97307668",5019
"625630.439793067"," 7024806.1065054",5020
"676230.599586778"," 7016793.65113885",5021
"681115.19694469"," 7018270.3727581",5022
"706122.212268505"," 7003607.26894387",5023
"605066.547651533"," 7038247.80604992",5024
"637579.617265919"," 7051750.00888485",5025
"668051.324612387"," 7044648.75473365",5026
"700738.132578796"," 7027423.02087325",5027
"606584.496159796"," 7077729.64517458",5028
"638884.00739369"," 7067360.92159862",5029
"642447.06134622"," 7095538.79188859",5030
"638062.813418734"," 6960072.54293648",5031
"646691.570544143"," 6971900.54653672",5032
"672288.102219984"," 6956548.24773309",5033
"705736.016957904"," 6950783.74223777",5034
"600713.991589949"," 6993034.70251115",5035
"618805.005444961"," 6969582.3639069",5036
"666251.481260632"," 6968221.33217437",5037
"667162.414375864"," 6975393.56122224",5038
"697831.532681244"," 6990263.4268949",5039
"596526.573642261"," 7011594.83181714",5040
"639275.525358322"," 7007304.38926659",5041
"657157.754238223"," 7021617.84641381",5042
"457973.210938977"," 6202780.85517285",5043
"484051.212817228"," 6210231.04681687",5044
"483600.07911251"," 6191710.38263065",5045
"442006.288796434"," 6214584.60043054",5046
"452513.211075945"," 6210352.55582407",5047
"480429.399113926"," 6209376.40911303",5048
"476917.967325805"," 6235387.5064865",5049
"491364.403774786"," 6227293.46126004",5050
"471425.807354769"," 6269533.44052626",5051
"450122.391354995"," 6287777.52612036",5052
"671443.966565192"," 6317592.42541792",5053
"712444.743366121"," 6310893.89732277",5054
"601070.343086694"," 6351068.2192952",5055
"638329.031086395"," 6339835.98582862",5056
"687383.335669064"," 6338917.96520861",5057
"714175.169580756"," 6343799.74831777",5058
"620768.931962748"," 6377764.39161702",5059
"637265.019226688"," 6368956.57114881",5060
"676300.547792115"," 6371015.92168874",5061
"717954.549669428"," 6382171.08528792",5062
"680299.208903224"," 6418716.50505788",5063
"379566.351397212"," 6304637.90755924",5064
"418081.53759192"," 6286222.46246524",5065
"431442.971286437"," 6307277.1770155",5066
"381664.580933999"," 6338258.88019391",5067
"399400.95396682"," 6326155.44096437",5068
"427144.658706224"," 6328681.64470289",5069
"460734.405757379"," 6335503.6731191",5070
"364688.662121321"," 6360428.7031619",5071
"402396.020716683"," 6368296.71263696",5072
"396146.674145098"," 6210161.63549974",5073
"350556.649161681"," 6242078.39990944",5074
"368149.626534098"," 6239102.80211341",5075
"416599.474365908"," 6234294.06231712",5076
"435350.14242543"," 6236003.49195745",5077
"316920.279327539"," 6267192.88315923",5078
"352476.259363993"," 6250151.25747138",5079
"382323.60236779"," 6271331.11851589",5080
"399422.043988566"," 6251037.71038652",5081
"452687.311253083"," 6273169.70578228",5082
"634717.553374039"," 6149806.02270083",5083
"659112.513094209"," 6152783.8751869",5084
"624031.784794906"," 6166228.29828564",5085
"649809.929910422"," 6173235.49581379",5086
"656995.686172508"," 6174276.59099143",5087
"687516.989416137"," 6167183.70035444",5088
"672181.54219538"," 6189912.69392177",5089
"696128.093951076"," 6200085.42859211",5090
"527824.382912243"," 6511031.80293934",5091
"552401.381439701"," 6495468.99768067",5092
"586069.873254284"," 6506680.82670783",5093
"593584.758873863"," 6513900.22416608",5094
"552512.117523872"," 6530324.10493345",5095
"569576.776832811"," 6533373.68748376",5096
"554223.50368666"," 6573233.73411757",5097
"586805.005725011"," 6555439.04473049",5098
"548943.071651445"," 6565651.05752745",5099
"565653.89813809"," 6571351.63563029",5100
"427747.883303358"," 6355450.38167715",5101
"462730.122449568"," 6373519.94419798",5102
"369293.299399667"," 6400077.85127682",5103
"390092.435564689"," 6417432.14320575",5104
"427074.652021087"," 6405088.09499161",5105
"457949.407085537"," 6395991.10651479",5106
"389401.941575884"," 6423542.76171925",5107
"417718.140641495"," 6444833.07153492",5108
"462133.819627336"," 6426789.04262411",5109
"404580.814625911"," 6482736.44420214",5110
"429572.212742909"," 6478012.79651363",5111
"573023.779915849"," 6592009.03889824",5112
"578974.577412131"," 6594973.43511888",5113
"615122.668457258"," 6610005.58112384",5114
"527650.826679827"," 6627788.56006824",5115
"557861.061801405"," 6624892.83587225",5116
"605714.685423421"," 6630416.92911554",5117
"609758.901524398"," 6634366.97039194",5118
"561604.082255827"," 6671005.44716875",5119
"585389.810688915"," 6659541.51421964",5120
"624633.308200206"," 6658697.69651155",5121
"582929.077702696"," 6689445.75842919",5122
"348040.663236655"," 6611064.5371643",5123
"380553.726437173"," 6596704.897095",5124
"391352.692073581"," 6600540.17479673",5125
"347575.118723229"," 6626008.25165982",5126
"376377.3424827"," 6631967.89262934",5127
"392437.854483162"," 6631069.69548042",5128
"334997.500949674"," 6661190.55043069",5129
"367744.800359613"," 6665067.24486688",5130
"397206.410001402"," 6639361.79027987",5131
"499809.285414338"," 6425809.47163176",5132
"522325.571898094"," 6422558.41483954",5133
"563348.476528635"," 6414623.19967929",5134
"474127.468875752"," 6453172.69448669",5135
"500601.30382695"," 6432275.6283359",5136
"534293.617845236"," 6438229.08283224",5137
"571769.135916119"," 6439416.32224725",5138
"504555.217337727"," 6469229.57161805",5139
"520386.238407067"," 6474650.19766139",5140
"554805.788076927"," 6481797.52611453",5141
"505258.79330886"," 6568758.47279812",5142
"490319.338421798"," 6582377.46319902",5143
"515860.513829244"," 6586079.13030014",5144
"537895.227729049"," 6584940.87554217",5145
"500793.674559793"," 6607706.49375478",5146
"524484.936738004"," 6596150.44209724",5147
"487319.57070948"," 6637969.35910824",5148
"512306.418841322"," 6631855.98719399",5149
"468245.149623043"," 6657562.85943472",5150
"499371.179881966"," 6668540.15429885",5151
"585284.588932864"," 6177331.22532708",5152
"541529.84497079"," 6189413.59736268",5153
"582401.56258188"," 6184986.07024327",5154
"600708.835972346"," 6173950.86634215",5155
"557186.187011537"," 6202836.86729181",5156
"564776.49635367"," 6200768.95826994",5157
"609049.32808584"," 6202747.15139097",5158
"576271.284112817"," 6236540.63092833",5159
"638431.559876692"," 6858861.07145154",5160
"653670.609997533"," 6857089.74753783",5161
"643501.915481615"," 6862426.0511277",5162
"646468.526470628"," 6872421.86544067",5163
"643390.728397243"," 6878449.89848858",5164
"650478.321576233"," 6856334.70822195",5165
"663854.186689252"," 6863025.08949392",5166
"652363.974205726"," 6860745.20689079",5167
"640355.832959296"," 6853030.8704322",5168
"652454.593964234"," 6870017.19366888",5169
"626624.358082698"," 6848807.1326319",5170
"650873.720143693"," 6864154.06766477",5171
"638632.454583735"," 6859371.02077678",5172
"644531.120681712"," 6858301.60048939",5173
"655110.348915258"," 6866956.42003958",5174
"648916.199459465"," 6870124.18607884",5175
"660122.397277275"," 6871274.68954959",5176
"673489.265168885"," 6557508.06372542",5177
"700675.691138265"," 6568080.55273652",5178
"723802.689443031"," 6566826.87397044",5179
"770997.09215301"," 6570431.25882674",5180
"649091.007926924"," 6592856.99168932",5181
"686218.282917382"," 6586865.33175189",5182
"708869.53950884"," 6602616.40460476",5183
"722997.116766558"," 6613823.86270691",5184
"753830.64612939"," 6595774.3945463",5185
"682606.584482694"," 6622786.9470241",5186
"696370.810722245"," 6617909.70804267",5187
"723758.881766037"," 6624725.0231924",5188
"924376.081485425"," 6828935.76365112",5189
"924596.168534954"," 6845430.65235045",5190
"953938.803826292"," 6841912.38254335",5191
"965673.809227076"," 6855861.22777805",5192
"982428.589539785"," 6829311.00067243",5193
"909819.372418461"," 6848658.30161047",5194
"929120.47303265"," 6860907.69519933",5195
"931361.653838431"," 6887978.55706201",5196
"904901.368530591"," 6911136.87553568",5197
"892725.396824484"," 6918384.55822321",5198
"959066.733654577"," 6848182.14506688",5199
"985168.420826298"," 6862461.22434115",5200
"1006234.87117558"," 6873952.94297798",5201
"940536.86742554"," 6893379.96023389",5202
"951547.121775325"," 6875118.69267708",5203
"1005913.1543713"," 6889640.74050224",5204
"1022784.67987056"," 6889002.05582528",5205
"947927.66806087"," 6917188.57153768",5206
"964052.695419627"," 6905198.97285367",5207
"650664.140257264"," 6711165.10406972",5208
"673550.360406465"," 6728571.61250335",5209
"588271.982261251"," 6734889.13393248",5210
"625632.404837533"," 6749313.33521049",5211
"655415.73930646"," 6756065.78251015",5212
"666966.423400394"," 6764591.14233631",5213
"690098.405807431"," 6761175.27045443",5214
"619427.082174233"," 6787469.03926498",5215
"664105.670760597"," 6779120.81444068",5216
"667293.590296707"," 6793966.09470612",5217
"700685.952209088"," 6781886.76126199",5218
"1042071.67269779"," 6809214.42816172",5219
"1058333.63745734"," 6818800.33635207",5220
"1034834.08618835"," 6839043.12476444",5221
"1060620.54484523"," 6842969.55060142",5222
"1022105.18760257"," 6850007.71500354",5223
"1049257.07620475"," 6860522.90568777",5224
"1004177.70487583"," 6875743.28482124",5225
"1035100.38595297"," 6888229.85724054",5226
"1056409.79711338"," 6880164.86030045",5227
"1078207.88025087"," 6872429.37963429",5228
"1028882.71468132"," 6892144.21636188",5229
"783582.317475323"," 6559135.40086052",5230
"798582.818021638"," 6556781.56087449",5231
"771899.031195883"," 6608583.56459109",5232
"809894.012475958"," 6606642.00436366",5233
"829476.412763006"," 6606070.41339898",5234
"874859.253291636"," 6598211.77464487",5235
"798883.608391149"," 6629534.71510016",5236
"831632.42947322"," 6617206.93846975",5237
"853152.633693665"," 6641419.92804405",5238
"810221.579971363"," 6663326.78596534",5239
"696000.88498533"," 6719845.33432258",5240
"721688.141012309"," 6715547.76605537",5241
"744164.814720572"," 6732264.83066419",5242
"772568.431263467"," 6714458.4623337",5243
"743218.770902348"," 6749106.84688797",5244
"750382.94857339"," 6755610.4166651",5245
"792323.842318406"," 6757693.12579034",5246
"725828.441884113"," 6766434.17176171",5247
"756456.572012687"," 6778518.40143404",5248
"720359.401791101"," 6802125.70307619",5249
"639171.023188535"," 6626480.35614162",5250
"655261.204365217"," 6618073.73079348",5251
"640702.392832752"," 6647334.27669277",5252
"666005.322091789"," 6641266.57931489",5253
"676808.717834471"," 6639996.56958861",5254
"628154.827203978"," 6671978.64048551",5255
"647575.888830744"," 6680744.01107985",5256
"675080.491278028"," 6683987.95231148",5257
"646333.508278751"," 6712805.52771324",5258
"686389.152986636"," 6717721.18589757",5259
"738448.033832441"," 6855247.63938942",5260
"761705.562982831"," 6863040.22629251",5261
"797756.677004328"," 6842325.12552262",5262
"826734.827232062"," 6839675.99159543",5263
"864075.62977928"," 6845719.87204225",5264
"768840.972681653"," 6886168.92023139",5265
"798570.85511536"," 6883532.5623782",5266
"823994.334518425"," 6880197.42014479",5267
"851396.367599399"," 6894265.56389906",5268
"768354.758376379"," 6908409.01890121",5269
"787995.230811467"," 6899844.94895492",5270
"816256.595516093"," 6911062.74182726",5271
"739277.387155516"," 6879252.85602964",5272
"734425.340308422"," 6908650.52361551",5273
"710530.32483097"," 6920644.05431854",5274
"759410.409940952"," 6911282.19582954",5275
"775374.879276243"," 6936690.92055293",5276
"722377.314219548"," 6950850.12586509",5277
"742615.017206022"," 6942727.77965945",5278
"764970.252958921"," 6956044.85893343",5279
"719126.116127072"," 6973630.40604654",5280
"754473.245525347"," 6978850.48312626",5281
"782238.23059616"," 6984046.76451373",5282
"798931.723631567"," 6932068.07133782",5283
"826150.748588474"," 6906813.03188711",5284
"853001.950707366"," 6916914.06630486",5285
"776674.235215309"," 6935724.83237383",5286
"795593.675410955"," 6936853.80152442",5287
"823495.592934409"," 6937432.02082829",5288
"840981.784624127"," 6946898.62654094",5289
"802346.145346409"," 6955646.12552049",5290
"829232.171683902"," 6973706.79428792",5291
"823963.583371"," 6977674.10035211",5292
"684698.995371841"," 6799427.48577541",5293
"693478.237296488"," 6810003.95505896",5294
"653989.538621649"," 6817299.18268484",5295
"695255.76930869"," 6820030.32650307",5296
"719600.996548816"," 6827017.72523553",5297
"682064.490410532"," 6858613.02154347",5298
"724155.856232665"," 6855951.64355564",5299
"671192.55120077"," 6879588.94221088",5300
"694649.491011198"," 6878958.43807118",5301
"725636.885930895"," 6631575.72746952",5302
"739678.453051176"," 6649388.32460181",5303
"776913.365911895"," 6658844.01856665",5304
"709060.661360732"," 6688275.30302927",5305
"751860.082803916"," 6683125.14745053",5306
"768102.951677719"," 6688521.62156142",5307
"693060.701200337"," 6685673.7369209",5308
"721735.826801619"," 6695374.62191689",5309
"760480.841773253"," 6690648.06452519",5310
"711178.613455851"," 7018628.81736386",5311
"730295.680334153"," 6997887.59795505",5312
"753281.42328258"," 6997597.07687445",5313
"702485.44999573"," 7039264.90319397",5314
"738476.379091213"," 7020282.24239561",5315
"693524.914903042"," 7074375.9725188",5316
"704484.589041095"," 7050466.98926865",5317
"670203.31672672"," 7074197.68832955",5318
"633638.943832889"," 7111958.36346409",5319
"665170.775342731"," 7097986.9091073",5320
"235800.33112032"," 6806606.55710356",5321
"256384.973844645"," 6803379.02586883",5322
"277701.83211411"," 6795383.63511184",5323
"230910.387720853"," 6839003.27152568",5324
"269097.749872265"," 6832676.85939553",5325
"294427.24447916"," 6826904.27130083",5326
"321586.572236896"," 6831456.24856925",5327
"212534.915992739"," 6845133.58995798",5328
"240484.94245106"," 6851082.52773541",5329
"253984.56958322"," 6867601.73318922",5330
"923291.060424785"," 6250209.84863596",5331
"970189.582362446"," 6245941.00620797",5332
"992258.712449018"," 6246830.78000987",5333
"947194.881530854"," 6284024.40899554",5334
"969812.631762262"," 6278365.98536036",5335
"972737.078326661"," 6264033.99552721",5336
"1012009.69413682"," 6257236.72931119",5337
"940374.105976339"," 6288083.45293499",5338
"952849.685961056"," 6291980.58056984",5339
"977069.293288421"," 6284014.00118008",5340
"852147.148024718"," 6529513.0842627",5341
"905350.72497079"," 6519642.72522656",5342
"846281.325241792"," 6563089.03182605",5343
"865129.212878141"," 6551490.18141189",5344
"874487.056369576"," 6543250.15622405",5345
"895419.228011611"," 6553257.97241395",5346
"867954.113419595"," 6581243.33741748",5347
"898910.251623633"," 6586686.35653471",5348
"906641.364120747"," 6571393.55943212",5349
"933577.399290221"," 6577033.70966156",5350
"873348.208764995"," 6606687.41904729",5351
"331064.252918084"," 6756997.01316865",5352
"344823.322922408"," 6761744.4297413",5353
"318422.011229639"," 6774544.67066121",5354
"343236.374647773"," 6768620.56026724",5355
"358823.005813577"," 6777249.16819506",5356
"406504.687944817"," 6772687.10841913",5357
"322763.711763044"," 6817085.01538097",5358
"344725.983610793"," 6790675.92626273",5359
"372118.774485246"," 6810384.45324938",5360
"383989.507251809"," 6808378.33859793",5361
"348681.889583773"," 6841265.85608927",5362
"669442.331460298"," 6886900.54143639",5363
"685294.411951848"," 6901555.78155862",5364
"627043.303249039"," 6920457.77162508",5365
"633166.682854109"," 6918414.95063593",5366
"658703.213580877"," 6928244.55536407",5367
"680323.421616279"," 6925476.37561307",5368
"624110.65972653"," 6951315.41380275",5369
"646709.732714854"," 6934426.32010754",5370
"690202.631229707"," 6945278.49054512",5371
"476264.573173154"," 6253545.58837003",5372
"468319.963609598"," 6277841.43167765",5373
"492388.296677287"," 6286245.92886523",5374
"526042.776800938"," 6277222.48100427",5375
"534884.354684506"," 6284206.25727375",5376
"455127.787996813"," 6315482.74943239",5377
"483883.846193108"," 6307523.32883055",5378
"503873.242590822"," 6316928.93884244",5379
"515042.927308135"," 6198729.66710071",5380
"512410.310270392"," 6233217.42347591",5381
"520287.176125783"," 6240079.58216742",5382
"552744.984960256"," 6222205.1733654",5383
"531326.535420593"," 6241852.36194411",5384
"556246.622789724"," 6250874.15089605",5385
"586367.832295642"," 6240377.80585939",5386
"558872.586058526"," 6269204.71401284",5387
"570035.876039461"," 6263269.91159333",5388
"593274.451642343"," 6312349.25562005",5389
"545299.009077781"," 6312529.96496709",5390
"556035.930771562"," 6297347.73231058",5391
"525178.52736073"," 6317707.81804532",5392
"549712.447857083"," 6337920.25657096",5393
"563543.795553217"," 6334772.04590761",5394
"578461.735783908"," 6340339.46982776",5395
"539809.576773615"," 6350864.72965374",5396
"571790.75421411"," 6344218.33575766",5397
"566603.186270054"," 6357165.64891922",5398
"612406.313790422"," 6348072.50324699",5399
"554927.499223851"," 6369181.792478",5400
"577746.633973441"," 6355939.90978125",5401
"606556.188846592"," 6378508.40997688",5402
"553388.717094787"," 6389725.64062667",5403
"562025.193029552"," 6379601.30801522",5404
"592147.897594262"," 6384595.95294767",5405
"626599.00911502"," 6385485.01179651",5406
"583985.346306584"," 6403941.05143302",5407
"595335.271978405"," 6412547.71638584",5408
"603320.271082925"," 6398476.60667186",5409
"607515.686597329"," 6434967.34717609",5410
"1004507.89822149"," 6737712.16988611",5411
"1041434.5517518"," 6732546.85285083",5412
"1012642.19178702"," 6746093.38036866",5413
"1039354.2338904"," 6745079.42107633",5414
"1020106.7134121"," 6755158.36469105",5415
"1027785.15489735"," 6767567.41184948",5416
"1016472.24183078"," 6793754.2992952",5417
"1032281.15111552"," 6786654.0545766",5418
"1015903.14228902"," 6813884.01996244",5419
"661841.794990262"," 6866993.90678227",5420
"658070.535594907"," 6860385.94477371",5421
"637319.236038462"," 6877996.74135478",5422
"651670.671321711"," 6870633.04340778",5423
"655211.307737354"," 6862820.25622049",5424
"667062.307096446"," 6879002.56107406",5425
"637990.226037078"," 6857466.74723121",5426
"670993.94689345"," 6868704.75219692",5427
"666108.386894314"," 6829749.8819943",5428
"653557.803157956"," 6834746.44287097",5429
"646318.004691697"," 6847402.86062545",5430
"649978.874005518"," 6858442.63106193",5431
"663599.021295642"," 6845624.67079683",5432
"669236.653998733"," 6855056.82899173",5433
"647992.381697244"," 6867768.19121581",5434
"664116.116814456"," 6865052.81898215",5435
"679041.043669542"," 6844674.34462182",5436
"653456.614330551"," 6851133.22713849",5437
"340141.375716002"," 6664020.21977933",5438
"317461.338093662"," 6701779.44659592",5439
"350513.764223132"," 6696447.85512576",5440
"297648.144056356"," 6726432.69885192",5441
"336302.898609237"," 6718055.14552025",5442
"347442.728065934"," 6719877.07271567",5443
"395401.865000776"," 6718031.40480863",5444
"339708.734568366"," 6746133.7325381",5445
"346051.307738807"," 6751520.5600377",5446
"389123.060129522"," 6741425.08014886",5447
"833289.30511132"," 6507983.91940209",5448
"861615.436562209"," 6497610.96185676",5449
"805425.921970959"," 6530367.01639408",5450
"829928.288692535"," 6515476.58313291",5451
"862050.430855531"," 6502560.37948412",5452
"814772.563207876"," 6522014.10330213",5453
"821714.52966977"," 6535511.49269413",5454
"813069.670665059"," 6561530.10445116",5455
"835300.000174829"," 6549820.48780592",5456
"814771.241721678"," 6579148.89859524",5457
"835379.146714621"," 6566034.82574712",5458
"827178.398528525"," 6513548.74998416",5459
"856280.858236257"," 6518291.48779683",5460
"842190.493242024"," 6503673.46913123",5461
"860627.694045085"," 6510598.28516597",5462
"847669.054176116"," 6524842.41146604",5463
"835021.087028227"," 6525669.50875345",5464
"845705.702061657"," 6512825.91415579",5465
"843681.14591913"," 6518172.51342359",5466
"844413.221286999"," 6525002.53608901",5467
"834538.748412533"," 6525360.60396102",5468
"827430.805684456"," 6546060.51832864",5469
"467471.820383204"," 6559355.68433012",5470
"482002.004912888"," 6558363.32041993",5471
"416658.122941761"," 6582969.39878944",5472
"455765.304781368"," 6590930.99733568",5473
"419879.335511385"," 6629167.16586083",5474
"447521.633991843"," 6600522.94788632",5475
"423532.369483172"," 6623231.72814424",5476
"449171.126896387"," 6627909.99553378",5477
"458102.296997665"," 6664046.56774107",5478
"638582.786822961"," 6888907.2473347",5479
"615635.042010639"," 6870505.92597175",5480
"628305.821882146"," 6891436.39714989",5481
"636521.663352185"," 6885430.57779848",5482
"643094.511976487"," 6870991.69781964",5483
"662933.303629754"," 6881788.45718104",5484
"620868.100618093"," 6895790.96495774",5485
"627573.873476889"," 6903633.50648568",5486
"650997.446908201"," 6907540.35798036",5487
"652567.113301739"," 6882620.59584395",5488
"526620.67038632"," 6815747.91297267",5489
"424953.95996084"," 6809270.61698172",5490
"459116.581972263"," 6839400.62131505",5491
"498650.13785998"," 6816105.98983015",5492
"516463.817857867"," 6817334.1328302",5493
"545655.778641621"," 6821918.34803909",5494
"425857.60223621"," 6855157.93828819",5495
"431981.480380016"," 6851235.74886996",5496
"454494.909067212"," 6858660.82949623",5497
"496856.3994054"," 6850477.25335289",5498
"513121.470195903"," 6842389.8494203",5499
"499728.937403882"," 6868393.78588248",5500
"434494.823106174"," 6869361.29793507",5501
"410811.058800276"," 6887033.50783158",5502
"435867.980158864"," 6883231.45463429",5503
"465849.548403518"," 6890634.75297131",5504
"480702.996901949"," 6895667.43193492",5505
"413084.524851833"," 6924462.48642317",5506
"436139.158633514"," 6898836.5332378",5507
"450983.659003274"," 6910758.5161101",5508
"502496.41062763"," 6898407.06097576",5509
"814808.695310719"," 6470032.43013459",5510
"762834.665979479"," 6499041.31699051",5511
"812311.762672955"," 6499293.34937292",5512
"818525.69398842"," 6488054.62900246",5513
"774458.37357476"," 6522347.06175199",5514
"795857.846112097"," 6506385.66399144",5515
"760464.748814105"," 6529890.20085568",5516
"777694.040969234"," 6544179.52611251",5517
"797028.229277687"," 6553908.65314426",5518
"784607.824449647"," 6568043.61105559",5519
"811980.805712858"," 6572135.24566161",5520
"461935.383455162"," 6751346.56099733",5521
"463737.307145759"," 6743825.4926553",5522
"501909.74813121"," 6739492.7486837",5523
"508844.41736344"," 6741996.29789815",5524
"466326.750443816"," 6775747.77296433",5525
"495800.864483962"," 6753852.26529711",5526
"511571.27769388"," 6768790.50819357",5527
"483584.80990076"," 6793150.10392285",5528
"495421.670448767"," 6786268.59016428",5529
"493755.885261843"," 6823327.4214828",5530
"392173.697320563"," 6854805.43524464",5531
"424242.970299811"," 6852189.75805183",5532
"369930.15945676"," 6863976.78445818",5533
"384190.506544714"," 6869561.27207054",5534
"378552.413550955"," 6896014.50192824",5535
"408657.331125715"," 6880771.86347067",5536
"365985.553802655"," 6925159.24102996",5537
"390501.543880259"," 6923815.00845679",5538
"363201.973193989"," 6957355.10287998",5539
"376843.982595769"," 6954819.91940835",5540
"624251.610554354"," 6831992.37478895",5541
"597000.644414877"," 6857306.15461091",5542
"621479.40891941"," 6848043.10409664",5543
"635048.54021122"," 6850993.29733601",5544
"611802.3564091"," 6857785.5401828",5545
"614995.89061045"," 6862327.34020027",5546
"635058.196242836"," 6855544.3648032",5547
"596084.120625821"," 6886188.91246624",5548
"609632.567168744"," 6870901.51564225",5549
"626723.584788789"," 6863147.5758041",5550
"568839.920100104"," 6850931.59859181",5551
"525061.146604061"," 6886721.95353762",5552
"552085.8936592"," 6859511.89867903",5553
"590356.945813096"," 6872179.97464568",5554
"529629.343497731"," 6898803.34643503",5555
"556806.542600784"," 6912626.90324192",5556
"573338.640698626"," 6911878.43696535",5557
"588624.453092503"," 6902428.53265577",5558
"523278.535964131"," 6922436.34384086",5559
"566010.321165315"," 6776388.54781702",5560
"583461.430942776"," 6779374.44710709",5561
"534671.739835847"," 6788315.04687577",5562
"578875.425626404"," 6807938.00740413",5563
"592886.140192064"," 6801067.91600961",5564
"602204.696566259"," 6795023.48644103",5565
"555140.97322791"," 6837027.87266794",5566
